epoch,train_loss,val_loss,val_minADE,val_minFDE,lr
1,2.6450782744278043,2.3278757110595705,1.7214815063476563,3.581491247558594,0.0002600301761880603
2,2.4051849561174983,2.312327147293091,1.4862369079589843,3.0498588134765625,0.0004999999999024292
3,2.3020639825061893,2.371914206314087,1.5679266632080078,3.3008908935546875,0.0004962007404789059
4,2.236753155522219,2.1900493587493894,1.2779432312011718,2.6363984924316406,0.00048492082652401103
5,2.195895515233207,2.1398745903015137,1.2680179138183594,2.5320560180664065,0.00046650299251535217
6,2.1613452941756526,2.1399572189331053,1.2179012756347656,2.481527526855469,0.00044150685501940856
7,2.145453557732278,2.1209575008392334,1.1868897918701171,2.423359729003906,0.00041069190902533876
8,2.1177324569376066,2.138108452987671,1.1935199829101562,2.4299531860351564,0.0003749944510740575
9,2.0986274837474355,2.201403154373169,1.1797614929199218,2.447609161376953,0.0003354991303616291
10,2.0786562181957935,2.0389820682525635,1.0742173797607422,2.169374426269531,0.0002934059922223041
11,2.066897605330692,2.0466676483154296,1.0830321563720704,2.1740911010742185,0.0002499940153582901
12,2.045025232717173,2.0486428018569947,1.059572674560547,2.1221785888671874,0.00020658225071908023
13,2.025793092678657,2.06639727973938,1.0306958312988281,2.0525952392578124,0.0001644897428058238
14,2.0143762916989645,2.0685326011657716,0.9982067504882812,1.9999545288085938,0.0001249954511716284
15,2.001843758482007,1.9952472749710084,0.9584246978759766,1.8914206787109376,8.929938988272317e-05
16,1.9837709935890382,2.0365473083496095,0.9681339630126953,1.921596453857422,5.8486165698293033e-05
17,1.9715246536721416,1.9863917709350587,0.9418690673828125,1.8671910858154297,3.3492022842938015e-05
18,1.9581165656254198,1.9644185745239258,0.926701480102539,1.8326298217773438,1.507639569967161e-05
19,1.955197651557623,1.9825842401504516,0.9279043426513672,1.8344498596191405,3.798833780484951e-06
20,1.9520346212715307,1.9726519062042236,0.921425439453125,1.8261816619873046,2.0000975708385894e-09
