epoch,train_loss,val_loss,val_minADE,val_minFDE,lr
1,5.061709786582197,2.6218544982910155,2.7400564453125,5.873046838378906,9.036562556673418e-05
2,2.6733439944238744,2.553459050750732,2.268271795654297,4.952420947265625,0.0002602014917552881
3,2.6060157853823442,2.564719329071045,2.3379692321777346,4.739185961914062,0.0004299192071654473
4,2.6527072298221097,2.538056050872803,2.0789539489746094,4.308862377929687,0.0004999999956537839
5,2.5646792910037894,2.54535456161499,1.9602018005371094,4.163661865234375,0.0004990446111017139
6,2.5081560655027375,2.4416629287719727,1.801441827392578,3.767588586425781,0.0004961938542925159
7,2.445456998215781,2.4573943367004394,1.7875439880371093,3.665527294921875,0.0004914694212068421
8,2.4539904036583047,2.5033556396484373,1.8657415283203125,3.8037715087890627,0.000484907267633165
9,2.415672691204609,2.407154895401001,1.6775922973632813,3.3697560485839846,0.0004765573355225172
10,2.3983375725583134,2.333270101547241,1.6854352294921875,3.545551318359375,0.0004664831729000875
11,2.358280824545102,2.2682338832855224,1.5543126373291016,3.2167812744140627,0.0004547614502263781
12,2.3294484523626475,2.3210838790893553,1.5703396545410155,3.3155383056640626,0.0004414813768887058
13,2.313073148075332,2.5426233169555665,1.7132194915771484,3.596993878173828,0.0004267440222638978
14,2.327222193408216,2.2260221614837645,1.4815024963378907,3.0857235595703125,0.0004106615465193068
15,2.2876394589742026,2.213240189743042,1.490871908569336,3.036712951660156,0.00039335634700621356
16,2.261173254913754,2.2391824104309084,1.4737644775390626,3.098954229736328,0.00037496012674207785
17,2.270480829171645,2.1924160858154296,1.4384442169189453,3.0072562072753906,0.0003556128920710513
18,2.2298967476583953,2.201323845291138,1.432366845703125,3.014710595703125,0.00033546188713116004
19,2.2294623711679735,2.2275812717437744,1.4699499267578124,3.0801513122558593,0.0003146604732375062
20,2.2056606259101477,2.14926241607666,1.3597913146972656,2.8042000854492186,0.00029336696171005744
21,2.1996327806741762,2.1955192764282225,1.3585391662597657,2.801167578125,0.0002717434090289116
22,2.1969044684854326,2.2670493743896483,1.3879958221435547,2.8905264526367187,0.00024995438348663024
23,2.1884892659309583,2.1721318340301514,1.2984421203613281,2.709989172363281,0.00022816571272416347
24,2.156819702977808,2.142212014007568,1.2927409149169922,2.683003527832031,0.00020654322168237266
25,2.1409113837613,2.166628821563721,1.3004444641113282,2.6883633544921874,0.000185251470574103
26,2.138660602335237,2.1575104125976563,1.2813824432373047,2.6810396240234375,0.00016445250248159926
27,2.141973440209006,2.2179551078796385,1.2879431732177735,2.659185333251953,0.00014430461011080565
28,2.1363112916294327,2.2686493469238282,1.3797422973632814,2.921198712158203,0.00012496113108829407
29,2.1119495059689903,2.1580334186553953,1.2725924865722655,2.639969549560547,0.00010656928096933752
30,2.0814040173322725,2.167201657104492,1.2514786376953124,2.6344521118164064,8.926903283864424e-05
31,2.082146088282267,2.149723637008667,1.2197004333496093,2.5484213134765623,7.31920520306642e-05
32,2.078248005137484,2.131646497344971,1.2085056732177735,2.4992741394042968,5.846069407689239e-05
33,2.062025001925281,2.113204584121704,1.1949216247558594,2.4745317932128907,4.5187073506394384e-05
34,2.060085496586612,2.1364643657684326,1.19911298828125,2.4987719970703126,3.3472210586542786e-05
35,2.0476725740819917,2.1146302310943605,1.1914008728027343,2.4732298095703125,2.340526249778525e-05
36,2.048709265441976,2.121970902633667,1.188676971435547,2.4669009643554687,1.5062844793666786e-05
37,2.0392784027971773,2.1280926082611082,1.1885108032226563,2.47974716796875,8.508448310205228e-06
38,2.0426804199177995,2.1142204738616943,1.1817128601074218,2.4469602905273438,3.791955962292422e-06
39,2.032912835606143,2.112634080505371,1.1807605072021485,2.448035681152344,9.492631045920739e-07
40,2.026614979546294,2.1129064098358152,1.180513848876953,2.4482847534179686,2.0043462160715312e-09
